id;rodada;mandante;visitante;formacao_mandante;formacao_visitante;vencedor;mandante_placar;visitante_placar;vencedor_mandante_visitante_empate;total_gols;temporada
6711;21;fluminense;santos;4-1-4-1;3-4-3;-;1;1;3.0;2;2019
6720;22;fluminense;gremio;4-1-4-1;4-2-3-1;fluminense;2;1;1.0;3;2019
6734;23;botafogo-rj;fluminense;4-1-2-1-2;4-1-4-1;fluminense;0;1;2.0;1;2019
6741;24;cruzeiro;fluminense;4-4-2;4-1-4-1;-;0;0;3.0;0;2019
6747;25;fluminense;bahia;4-1-4-1;4-3-3;fluminense;2;0;1.0;2;2019
6765;26;fluminense;athletico-pr;4-1-4-1;4-4-2;athletico-pr;1;2;2.0;3;2019
6771;27;flamengo;fluminense;4-2-2-2;4-2-4-0;flamengo;2;0;1.0;2;2019
6779;28;fluminense;chapecoense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2019
6789;29;ceara;fluminense;4-4-2;4-1-4-1;ceara;2;0;1.0;2;2019
6797;30;fluminense;vasco;4-3-1-2;4-2-3-1;-;0;0;3.0;0;2019
6813;31;sao paulo;fluminense;4-3-3;4-4-1-1;fluminense;0;2;2.0;2;2019
6818;32;internacional;fluminense;4-2-3-1;4-4-1-1;internacional;2;1;1.0;3;2019
6837;33;fluminense;atletico-mg;4-1-4-1;4-2-3-1;-;1;1;3.0;2;2019
6835;34;csa;fluminense;4-2-3-1;4-4-1-1;fluminense;0;1;2.0;1;2019
6852;35;fluminense;palmeiras;4-4-1-1;4-2-3-1;fluminense;1;0;1.0;1;2019
6858;36;avai;fluminense;4-3-3;4-4-1-1;-;1;1;3.0;2;2019
6870;37;fluminense;fortaleza;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2019
6876;38;corinthians;fluminense;4-4-2;4-2-3-1;fluminense;1;2;2.0;3;2019
6891;1;gremio;fluminense;4-2-3-1;4-3-3;gremio;1;0;1.0;1;2020
6902;2;fluminense;palmeiras;4-3-3;4-2-3-1;-;1;1;3.0;2;2020
6912;3;fluminense;internacional;4-3-3;4-1-2-1-2;fluminense;2;1;1.0;3;2020
6917;4;bragantino;fluminense;4-3-3;4-2-3-1;bragantino;2;1;1.0;3;2020
6926;5;athletico-pr;fluminense;4-3-3;4-2-3-1;fluminense;0;1;2.0;1;2020
6947;6;fluminense;vasco;4-2-3-1;4-1-4-1;fluminense;2;1;1.0;3;2020
6957;7;fluminense;atletico-go;4-4-2;4-2-3-1;-;1;1;3.0;2;2020
6971;8;sao paulo;fluminense;4-2-3-1;4-2-3-1;sao paulo;3;1;1.0;4;2020
6980;9;fluminense;flamengo;4-1-4-1;4-2-3-1;flamengo;1;2;2.0;3;2020
6988;10;fluminense;corinthians;4-2-3-1;4-1-4-1;fluminense;2;1;1.0;3;2020
6944;11;sport;fluminense;4-3-3;4-1-2-1-2;sport;1;0;1.0;1;2020
7005;12;fluminense;coritiba;4-2-3-1;4-2-3-1;fluminense;4;0;1.0;4;2020
7009;13;botafogo-rj;fluminense;4-3-3;4-2-3-1;-;1;1;3.0;2;2020
7021;14;goias;fluminense;4-4-2;4-2-3-1;fluminense;2;4;2.0;6;2020
7030;15;fluminense;bahia;4-2-3-1;4-2-3-1;fluminense;1;0;1.0;1;2020
7040;16;atletico-mg;fluminense;4-1-4-1;4-3-3;-;1;1;3.0;2;2020
7048;17;fluminense;ceara;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2020
7061;18;fluminense;santos;4-3-3;4-4-1-1;fluminense;3;1;1.0;4;2020
7069;19;fortaleza;fluminense;4-5-1;4-4-2;fluminense;0;1;2.0;1;2020
7084;20;fluminense;gremio;4-2-3-1;4-2-3-1;gremio;0;1;2.0;1;2020
7092;21;palmeiras;fluminense;4-2-3-1;4-3-3;palmeiras;2;0;1.0;2;2020
7102;22;internacional;fluminense;4-2-3-1;4-2-3-1;fluminense;1;2;2.0;3;2020
7114;23;fluminense;bragantino;4-2-2-2;4-3-3;-;0;0;3.0;0;2020
7119;24;fluminense;athletico-pr;4-2-2-2;4-4-2;fluminense;3;1;1.0;4;2020
7135;25;vasco;fluminense;4-2-3-1;4-4-2;-;1;1;3.0;2;2020
7137;26;atletico-go;fluminense;4-2-3-1;4-1-4-1;atletico-go;2;1;1.0;3;2020
7149;27;fluminense;sao paulo;4-2-3-1;4-4-2;sao paulo;1;2;2.0;3;2020
7160;28;flamengo;fluminense;4-4-2;4-2-3-1;fluminense;1;2;2.0;3;2020
7175;29;corinthians;fluminense;4-2-3-1;4-3-3;corinthians;5;0;1.0;5;2020
7177;30;fluminense;sport;4-2-3-1;4-1-4-1;fluminense;1;0;1.0;1;2020
7189;31;coritiba;fluminense;4-2-3-1;4-2-3-1;-;3;3;3.0;6;2020
7204;32;fluminense;botafogo-rj;4-2-3-1;4-1-4-1;fluminense;2;0;1.0;2;2020
7212;33;fluminense;goias;4-2-3-1;4-3-3;fluminense;3;0;1.0;3;2020
7220;34;bahia;fluminense;4-1-4-1;4-2-3-1;fluminense;0;1;2.0;1;2020
7233;35;fluminense;atletico-mg;4-2-3-1;3-4-3;-;0;0;3.0;0;2020
7244;36;ceara;fluminense;4-2-3-1;4-2-3-1;fluminense;1;3;2.0;4;2020
7251;37;santos;fluminense;4-3-3;4-2-3-1;-;1;1;3.0;2;2020
7265;38;fluminense;fortaleza;4-2-3-1;4-2-3-1;fluminense;2;0;1.0;2;2020
7268;1;sao paulo;fluminense;3-5-2;4-2-3-1;-;0;0;3.0;0;2021
7279;2;fluminense;cuiaba;4-1-4-1;4-2-3-1;fluminense;1;0;1.0;1;2021
7293;3;bragantino;fluminense;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2021
7304;4;fluminense;santos;4-3-3;4-2-3-1;fluminense;1;0;1.0;1;2021
7310;5;fortaleza;fluminense;3-4-1-2;4-2-3-1;-;1;1;3.0;2;2021
7316;6;atletico-go;fluminense;4-2-3-1;4-2-3-1;atletico-go;1;0;1.0;1;2021
7327;7;fluminense;corinthians;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2021
7336;8;fluminense;athletico-pr;4-2-3-1;4-2-3-1;athletico-pr;1;4;2.0;5;2021
7350;9;flamengo;fluminense;4-4-2;4-2-3-1;fluminense;0;1;2.0;1;2021
7364;10;fluminense;ceara;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2021
7369;11;sport;fluminense;4-1-4-1;4-2-3-1;fluminense;1;2;2.0;3;2021
7379;12;fluminense;gremio;4-2-3-1;4-4-2;gremio;0;1;2.0;1;2021
7387;13;palmeiras;fluminense;4-2-3-1;4-2-3-1;palmeiras;1;0;1.0;1;2021
7411;15;america-mg;fluminense;4-2-3-1;4-2-3-1;america-mg;1;0;1.0;1;2021
7424;16;internacional;fluminense;4-4-2;4-3-1-2;internacional;4;2;1.0;6;2021
7435;17;fluminense;atletico-mg;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2021
7444;18;fluminense;bahia;4-3-3;4-2-3-1;fluminense;2;0;1.0;2;2021
7405;14;fluminense;juventude;4-3-3;4-3-3;-;1;1;3.0;2;2021
7450;19;chapecoense;fluminense;4-4-2;4-3-3;fluminense;1;2;2.0;3;2021
7464;20;fluminense;sao paulo;4-3-3;3-4-1-2;fluminense;2;1;1.0;3;2021
7475;21;cuiaba;fluminense;4-2-3-1;4-3-3;-;2;2;3.0;4;2021
7481;22;fluminense;bragantino;4-3-3;4-2-3-1;fluminense;2;1;1.0;3;2021
7502;24;fluminense;fortaleza;4-3-3;3-4-2-1;fortaleza;0;2;2.0;2;2021
7506;25;fluminense;atletico-go;4-3-3;4-4-2;-;0;0;3.0;0;2021
7522;26;corinthians;fluminense;4-1-4-1;4-3-3;corinthians;1;0;1.0;1;2021
7528;27;athletico-pr;fluminense;3-4-2-1;4-2-3-1;fluminense;0;1;2.0;1;2021
7538;28;fluminense;flamengo;4-2-3-1;4-2-3-1;fluminense;3;1;1.0;4;2021
7494;23;santos;fluminense;3-4-3;4-2-3-1;santos;2;0;1.0;2;2021
7561;29;ceara;fluminense;4-2-3-1;4-2-3-1;ceara;1;0;1.0;1;2021
7578;30;fluminense;sport;4-2-2-2;4-1-4-1;fluminense;1;0;1.0;1;2021
7567;31;gremio;fluminense;4-2-3-1;4-4-2;gremio;1;0;1.0;1;2021
7592;32;fluminense;palmeiras;4-2-3-1;4-2-3-1;fluminense;2;1;1.0;3;2021
7603;33;juventude;fluminense;4-4-2;4-3-3;juventude;1;0;1.0;1;2021
7553;34;fluminense;america-mg;4-3-3;4-1-4-1;fluminense;2;0;1.0;2;2021
7607;35;fluminense;internacional;4-3-3;4-2-3-1;fluminense;1;0;1.0;1;2021
7620;36;atletico-mg;fluminense;4-2-2-2;4-3-3;atletico-mg;2;1;1.0;3;2021
7626;37;bahia;fluminense;4-2-3-1;4-3-3;bahia;2;0;1.0;2;2021
7639;38;fluminense;chapecoense;4-2-3-1;5-3-2;fluminense;3;0;1.0;3;2021
7646;1;fluminense;santos;3-4-2-1;4-4-2;-;0;0;3.0;0;2022
7659;2;cuiaba;fluminense;4-4-2;4-3-3;fluminense;0;1;2.0;1;2022
7679;3;fluminense;internacional;3-4-1-2;4-3-3;internacional;0;1;2.0;1;2022
7673;4;coritiba;fluminense;4-2-3-1;4-1-2-1-2;coritiba;3;2;1.0;5;2022
7689;5;palmeiras;fluminense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2022
7710;6;fluminense;athletico-pr;4-1-2-1-2;4-3-3;fluminense;2;1;1.0;3;2022
7704;7;fortaleza;fluminense;3-4-1-2;4-4-1-1;fluminense;0;1;2.0;1;2022
7723;8;fluminense;flamengo;4-4-1-1;4-2-3-1;flamengo;1;2;2.0;3;2022
7731;9;juventude;fluminense;4-3-3;4-2-3-1;juventude;1;0;1.0;1;2022
7741;10;fluminense;atletico-mg;4-4-1-1;4-4-2;fluminense;5;3;1.0;8;2022
7748;11;fluminense;atletico-go;4-2-3-1;4-2-3-1;atletico-go;0;2;2.0;2;2022
7762;12;america-mg;fluminense;4-1-4-1;4-2-3-1;-;0;0;3.0;0;2022
7774;13;fluminense;avai;4-2-3-1;4-1-4-1;fluminense;2;0;1.0;2;2022
7782;14;botafogo-rj;fluminense;3-4-3;4-2-3-1;fluminense;0;1;2.0;1;2022
7787;15;fluminense;corinthians;4-2-3-1;3-4-3;fluminense;4;0;1.0;4;2022
7797;16;fluminense;ceara;4-2-3-1;4-2-4-0;fluminense;2;1;1.0;3;2022
7811;17;sao paulo;fluminense;4-4-2;4-2-3-1;-;2;2;3.0;4;2022
7818;18;goias;fluminense;4-4-2;4-2-3-1;fluminense;2;3;2.0;5;2022
7829;19;fluminense;bragantino;4-2-2-2;4-2-3-1;fluminense;2;1;1.0;3;2022
7845;20;santos;fluminense;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2022
7851;21;fluminense;cuiaba;4-2-3-1;3-4-3;fluminense;1;0;1.0;1;2022
7865;22;internacional;fluminense;4-1-4-1;4-2-3-1;internacional;3;0;1.0;3;2022
7867;23;fluminense;coritiba;4-2-3-1;4-3-3;fluminense;5;2;1.0;7;2022
7878;24;fluminense;palmeiras;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2022
7888;25;athletico-pr;fluminense;4-2-3-1;4-2-3-1;athletico-pr;1;0;1.0;1;2022
7899;26;fluminense;fortaleza;4-2-3-1;4-2-3-1;fluminense;2;1;1.0;3;2022
7909;27;flamengo;fluminense;4-1-2-1-2;4-2-3-1;fluminense;1;2;2.0;3;2022
7920;28;fluminense;juventude;4-2-3-1;3-5-2;fluminense;4;0;1.0;4;2022
7926;29;atletico-mg;fluminense;4-2-3-1;4-2-3-1;atletico-mg;2;0;1.0;2;2022
7937;30;atletico-go;fluminense;4-2-3-1;4-2-3-1;atletico-go;3;2;1.0;5;2022
7953;31;fluminense;america-mg;4-2-3-1;4-3-3;america-mg;0;2;2.0;2;2022
7962;32;avai;fluminense;4-4-2;4-2-2-2;fluminense;0;3;2.0;3;2022
7970;33;fluminense;botafogo-rj;4-2-2-2;4-3-3;-;2;2;3.0;4;2022
7979;34;corinthians;fluminense;4-2-3-1;4-2-2-2;fluminense;0;2;2.0;2;2022
7986;35;ceara;fluminense;4-2-3-1;4-2-2-2;fluminense;0;1;2.0;1;2022
7997;36;fluminense;sao paulo;4-2-2-2;3-1-4-2;fluminense;3;1;1.0;4;2022
8008;37;fluminense;goias;4-2-2-2;4-4-2;fluminense;3;0;1.0;3;2022
8022;38;bragantino;fluminense;4-2-3-1;4-2-3-1;fluminense;0;1;2.0;1;2022
1950;1;flamengo;palmeiras;;;palmeiras;2;4;2.0;6;2007
1961;2;goias;flamengo;;;flamengo;1;3;2.0;4;2007
1976;3;flamengo;botafogo-rj;;;-;2;2;3.0;4;2007
1983;4;sport;flamengo;;;-;2;2;3.0;4;2007
1990;5;figueirense;flamengo;;;figueirense;4;0;1.0;4;2007
2008;6;flamengo;internacional;;;-;2;2;3.0;4;2007
2045;9;atletico-mg;flamengo;;;-;1;1;3.0;2;2007
2057;29;sao paulo;flamengo;;;-;0;0;3.0;0;2007
2004;12;flamengo;parana;;;parana;1;2;2.0;3;2007
2082;13;gremio;flamengo;;;gremio;1;0;1.0;1;2007
2090;14;flamengo;america-rn;;;flamengo;3;1;1.0;4;2007
2100;15;corinthians;flamengo;;;-;2;2;3.0;4;2007
2120;17;santos;flamengo;;;santos;3;0;1.0;3;2007
2131;18;athletico-pr;flamengo;;;athletico-pr;2;0;1.0;2;2007
2139;19;flamengo;nautico;;;flamengo;2;1;1.0;3;2007
2076;11;fluminense;flamengo;;;flamengo;0;1;2.0;1;2007
2150;20;palmeiras;flamengo;;;palmeiras;2;1;1.0;3;2007
2036;8;flamengo;juventude;;;flamengo;4;0;1.0;4;2007
2166;21;flamengo;goias;;;flamengo;3;1;1.0;4;2007
2169;22;botafogo-rj;flamengo;;;-;1;1;3.0;2;2007
2178;23;flamengo;sport;;;-;1;1;3.0;2;2007
2189;24;flamengo;figueirense;;;flamengo;4;1;1.0;5;2007
2198;25;internacional;flamengo;;;internacional;3;0;1.0;3;2007
2116;16;flamengo;cruzeiro;;;flamengo;3;1;1.0;4;2007
2215;26;flamengo;vasco;;;-;1;1;3.0;2;2007
2220;27;juventude;flamengo;;;-;2;2;3.0;4;2007
2229;28;flamengo;atletico-mg;;;flamengo;1;0;1.0;1;2007
2056;10;flamengo;sao paulo;;;flamengo;1;0;1.0;1;2007
2246;30;flamengo;fluminense;;;fluminense;0;2;2.0;2;2007
2251;31;parana;flamengo;;;flamengo;0;1;2.0;1;2007
2026;7;vasco;flamengo;;;flamengo;1;2;2.0;3;2007
2266;32;flamengo;gremio;;;flamengo;2;0;1.0;2;2007
2271;33;america-rn;flamengo;;;flamengo;0;1;2.0;1;2007
2282;34;flamengo;corinthians;;;flamengo;2;1;1.0;3;2007
2291;35;cruzeiro;flamengo;;;cruzeiro;3;1;1.0;4;2007
2305;36;flamengo;santos;;;flamengo;1;0;1.0;1;2007
2313;37;flamengo;athletico-pr;;;flamengo;2;0;1.0;2;2007
2319;38;nautico;flamengo;;;nautico;1;0;1.0;1;2007
2336;1;flamengo;santos;;;flamengo;3;1;1.0;4;2008
2340;2;gremio;flamengo;;;-;0;0;3.0;0;2008
2348;3;flamengo;internacional;;;flamengo;2;1;1.0;3;2008
2366;4;fluminense;flamengo;;;flamengo;0;1;2.0;1;2008
2368;5;flamengo;figueirense;;;flamengo;5;0;1.0;5;2008
2380;6;flamengo;sao paulo;;;sao paulo;2;4;2.0;6;2008
2391;7;ipatinga;flamengo;;;flamengo;1;3;2.0;4;2008
2402;8;sport;flamengo;;;flamengo;1;2;2.0;3;2008
2409;9;flamengo;nautico;;;flamengo;3;0;1.0;3;2008
2424;11;flamengo;vasco;;;flamengo;3;1;1.0;4;2008
2431;10;atletico-mg;flamengo;;;-;1;1;3.0;2;2008
2446;12;coritiba;flamengo;;;coritiba;1;0;1.0;1;2008
2464;13;flamengo;vitoria;;;vitoria;0;1;2.0;1;2008
2455;14;portuguesa;flamengo;;;-;2;2;3.0;4;2008
2475;15;flamengo;botafogo-rj;;;-;0;0;3.0;0;2008
2481;16;palmeiras;flamengo;;;palmeiras;1;0;1.0;1;2008
2492;17;flamengo;cruzeiro;;;cruzeiro;1;2;2.0;3;2008
2502;18;goias;flamengo;;;goias;2;1;1.0;3;2008
2507;19;flamengo;athletico-pr;;;flamengo;1;0;1.0;1;2008
2521;20;santos;flamengo;;;-;2;2;3.0;4;2008
2536;21;flamengo;gremio;;;flamengo;2;1;1.0;3;2008
2541;22;internacional;flamengo;;;-;1;1;3.0;2;2008
2556;23;flamengo;fluminense;;;-;2;2;3.0;4;2008
2559;24;figueirense;flamengo;;;flamengo;2;3;2.0;5;2008
2571;25;sao paulo;flamengo;;;sao paulo;2;0;1.0;2;2008
2586;26;flamengo;ipatinga;;;flamengo;1;0;1.0;1;2008
2588;27;flamengo;sport;;;flamengo;2;1;1.0;3;2008
2603;28;nautico;flamengo;;;flamengo;0;2;2.0;2;2008
2616;29;flamengo;atletico-mg;;;atletico-mg;0;3;2.0;3;2008
2626;30;vasco;flamengo;;;flamengo;0;1;2.0;1;2008
2629;31;flamengo;coritiba;;;flamengo;5;0;1.0;5;2008
2643;32;vitoria;flamengo;;;-;0;0;3.0;0;2008
2647;33;flamengo;portuguesa;;;-;2;2;3.0;4;2008
2664;34;botafogo-rj;flamengo;;;flamengo;0;1;2.0;1;2008
2671;35;flamengo;palmeiras;;;flamengo;5;2;1.0;7;2008
2682;36;cruzeiro;flamengo;;;cruzeiro;3;2;1.0;5;2008
2694;37;flamengo;goias;;;-;3;3;3.0;6;2008
2700;38;athletico-pr;flamengo;;;athletico-pr;5;3;1.0;8;2008
2713;1;cruzeiro;flamengo;;;cruzeiro;2;0;1.0;2;2009
2719;2;flamengo;avai;;;-;0;0;3.0;0;2009
2736;3;santo andre;flamengo;;;flamengo;1;2;2.0;3;2009
2742;4;flamengo;athletico-pr;;;flamengo;2;1;1.0;3;2009
2762;6;coritiba;flamengo;;;coritiba;5;0;1.0;5;2009
2752;5;sport;flamengo;;;sport;4;2;1.0;6;2009
2776;7;flamengo;internacional;;;flamengo;4;0;1.0;4;2009
2786;8;fluminense;flamengo;;;-;0;0;3.0;0;2009
2789;9;flamengo;vitoria;;;flamengo;2;1;1.0;3;2009
2803;10;sao paulo;flamengo;;;-;2;2;3.0;4;2009
2811;11;flamengo;palmeiras;;;palmeiras;1;2;2.0;3;2009
2826;12;botafogo-rj;flamengo;;;-;2;2;3.0;4;2009
2827;13;flamengo;barueri;;;-;1;1;3.0;2;2009
2840;14;santos;flamengo;;;flamengo;1;2;2.0;3;2009
2855;15;flamengo;atletico-mg;;;flamengo;3;1;1.0;4;2009
2859;16;flamengo;nautico;;;-;1;1;3.0;2;2009
2872;17;goias;flamengo;;;goias;3;2;1.0;5;2009
2880;18;flamengo;corinthians;;;flamengo;1;0;1.0;1;2009
2891;19;gremio;flamengo;;;gremio;4;1;1.0;5;2009
2904;20;flamengo;cruzeiro;;;cruzeiro;1;2;2.0;3;2009
2916;21;avai;flamengo;;;avai;3;0;1.0;3;2009
2919;22;flamengo;santo andre;;;flamengo;3;0;1.0;3;2009
2931;23;athletico-pr;flamengo;;;-;0;0;3.0;0;2009
2938;24;flamengo;sport;;;flamengo;3;0;1.0;3;2009
2953;25;flamengo;coritiba;;;flamengo;3;0;1.0;3;2009
2959;26;internacional;flamengo;;;-;0;0;3.0;0;2009
2974;27;flamengo;fluminense;;;flamengo;2;0;1.0;2;2009
2981;28;vitoria;flamengo;;;-;3;3;3.0;6;2009
2988;29;flamengo;sao paulo;;;flamengo;2;1;1.0;3;2009
3003;30;palmeiras;flamengo;;;flamengo;0;2;2.0;2;2009
3016;31;botafogo-rj;flamengo;;;flamengo;0;1;2.0;1;2009
3022;32;barueri;flamengo;;;barueri;2;0;1.0;2;2009
3027;33;flamengo;santos;;;flamengo;1;0;1.0;1;2009
3042;34;atletico-mg;flamengo;;;flamengo;1;3;2.0;4;2009
3051;35;nautico;flamengo;;;flamengo;0;2;2.0;2;2009
3066;36;flamengo;goias;;;-;0;0;3.0;0;2009
3068;37;corinthians;flamengo;;;flamengo;0;2;2.0;2;2009
3079;38;flamengo;gremio;;;flamengo;2;1;1.0;3;2009
3090;1;flamengo;sao paulo;;;-;1;1;3.0;2;2010
3099;2;vitoria;flamengo;;;-;1;1;3.0;2;2010
3116;3;flamengo;gremio prudente;;;flamengo;3;1;1.0;4;2010
3118;4;fluminense;flamengo;;;fluminense;2;1;1.0;3;2010
3128;5;flamengo;gremio;;;-;1;1;3.0;2;2010
3142;6;palmeiras;flamengo;;;flamengo;0;1;2.0;1;2010
3148;7;flamengo;goias;;;goias;1;2;2.0;3;2010
3160;8;flamengo;botafogo-rj;;;flamengo;1;0;1.0;1;2010
3170;9;atletico-go;flamengo;;;flamengo;0;1;2.0;1;2010
3180;10;flamengo;avai;;;-;1;1;3.0;2;2010
3192;11;internacional;flamengo;;;internacional;1;0;1.0;1;2010
3205;12;flamengo;vasco;;;-;0;0;3.0;0;2010
3209;13;corinthians;flamengo;;;corinthians;1;0;1.0;1;2010
3217;14;flamengo;ceara;;;flamengo;1;0;1.0;1;2010
3232;15;athletico-pr;flamengo;;;athletico-pr;1;0;1.0;1;2010
3245;16;flamengo;atletico-mg;;;-;0;0;3.0;0;2010
3252;17;guarani;flamengo;;;guarani;2;1;1.0;3;2010
3261;18;cruzeiro;flamengo;;;cruzeiro;1;0;1.0;1;2010
3270;19;flamengo;santos;;;-;0;0;3.0;0;2010
3281;20;sao paulo;flamengo;;;sao paulo;2;0;1.0;2;2010
3287;21;flamengo;vitoria;;;-;2;2;3.0;4;2010
3302;22;gremio prudente;flamengo;;;flamengo;1;2;2.0;3;2010
3314;23;flamengo;fluminense;;;-;3;3;3.0;6;2010
3323;24;gremio;flamengo;;;-;2;2;3.0;4;2010
3331;25;flamengo;palmeiras;;;palmeiras;1;3;2.0;4;2010
3338;26;goias;flamengo;;;-;1;1;3.0;2;2010
3353;27;botafogo-rj;flamengo;;;-;1;1;3.0;2;2010
3366;28;flamengo;atletico-go;;;flamengo;2;0;1.0;2;2010
3374;29;avai;flamengo;;;-;2;2;3.0;4;2010
3377;30;flamengo;internacional;;;flamengo;3;0;1.0;3;2010
3393;31;vasco;flamengo;;;-;1;1;3.0;2;2010
3397;32;flamengo;corinthians;;;-;1;1;3.0;2;2010
3414;33;ceara;flamengo;;;-;2;2;3.0;4;2010
3426;34;flamengo;athletico-pr;;;athletico-pr;0;1;2.0;1;2010
3430;35;atletico-mg;flamengo;;;atletico-mg;4;1;1.0;5;2010
3438;36;flamengo;guarani;;;flamengo;2;1;1.0;3;2010
3449;37;flamengo;cruzeiro;;;cruzeiro;1;2;2.0;3;2010
3463;38;santos;flamengo;;;-;0;0;3.0;0;2010
3468;1;flamengo;avai;;;flamengo;4;0;1.0;4;2011
3482;2;bahia;flamengo;;;-;3;3;3.0;6;2011
3491;3;flamengo;corinthians;;;-;1;1;3.0;2;2011
3506;4;athletico-pr;flamengo;;;-;1;1;3.0;2;2011
3513;5;flamengo;botafogo-rj;;;-;0;0;3.0;0;2011
3517;6;flamengo;atletico-mg;;;flamengo;4;1;1.0;5;2011
3529;7;america-mg;flamengo;;;flamengo;2;3;2.0;5;2011
3542;8;flamengo;sao paulo;;;flamengo;1;0;1.0;1;2011
3550;9;fluminense;flamengo;;;flamengo;0;1;2.0;1;2011
3574;10;palmeiras;flamengo;;;-;0;0;3.0;0;2011
3581;11;flamengo;ceara;;;-;1;1;3.0;2;2011
3562;12;santos;flamengo;;;flamengo;4;5;2.0;9;2011
3587;13;flamengo;gremio;;;flamengo;2;0;1.0;2;2011
3601;14;cruzeiro;flamengo;;;flamengo;0;1;2.0;1;2011
3607;15;flamengo;coritiba;;;flamengo;1;0;1.0;1;2011
3624;16;figueirense;flamengo;;;-;2;2;3.0;4;2011
3634;17;flamengo;atletico-go;;;atletico-go;1;4;2.0;5;2011
3641;18;internacional;flamengo;;;-;2;2;3.0;4;2011
3650;19;flamengo;vasco;;;-;0;0;3.0;0;2011
3665;20;avai;flamengo;;;avai;3;2;1.0;5;2011
3670;21;flamengo;bahia;;;bahia;1;3;2.0;4;2011
3686;22;corinthians;flamengo;;;corinthians;2;1;1.0;3;2011
3694;23;flamengo;athletico-pr;;;athletico-pr;1;2;2.0;3;2011
3700;24;botafogo-rj;flamengo;;;-;1;1;3.0;2;2011
3712;25;atletico-mg;flamengo;;;-;1;1;3.0;2;2011
3719;26;flamengo;america-mg;;;flamengo;2;1;1.0;3;2011
3730;27;sao paulo;flamengo;;;flamengo;1;2;2.0;3;2011
3743;28;flamengo;fluminense;;;flamengo;3;2;1.0;5;2011
3753;29;flamengo;palmeiras;;;-;1;1;3.0;2;2011
3757;30;ceara;flamengo;;;flamengo;0;1;2.0;1;2011
3776;31;flamengo;santos;;;-;1;1;3.0;2;2011
3781;32;gremio;flamengo;;;gremio;4;2;1.0;6;2011
3792;33;flamengo;cruzeiro;;;flamengo;5;1;1.0;6;2011
3800;34;coritiba;flamengo;;;coritiba;2;0;1.0;2;2011
3815;35;flamengo;figueirense;;;-;0;0;3.0;0;2011
3820;36;atletico-go;flamengo;;;-;0;0;3.0;0;2011
3830;37;flamengo;internacional;;;flamengo;1;0;1.0;1;2011
3838;38;vasco;flamengo;;;-;1;1;3.0;2;2011
3848;1;sport;flamengo;;;-;1;1;3.0;2;2012
3858;2;flamengo;internacional;;;-;3;3;3.0;6;2012
3873;3;ponte preta;flamengo;;;-;2;2;3.0;4;2012
3877;4;flamengo;coritiba;;;flamengo;3;1;1.0;4;2012
3892;5;flamengo;santos;;;flamengo;1;0;1.0;1;2012
3901;6;gremio;flamengo;;;gremio;2;0;1.0;2;2012
3914;7;flamengo;atletico-go;;;flamengo;3;2;1.0;5;2012
3922;8;fluminense;flamengo;;;fluminense;1;0;1.0;1;2012
3932;9;bahia;flamengo;;;flamengo;1;2;2.0;3;2012
3943;10;flamengo;corinthians;;;corinthians;0;3;2.0;3;2012
3952;11;cruzeiro;flamengo;;;cruzeiro;1;0;1.0;1;2012
3965;12;flamengo;portuguesa;;;-;0;0;3.0;0;2012
3970;13;sao paulo;flamengo;;;sao paulo;4;1;1.0;5;2012
3991;15;figueirense;flamengo;;;flamengo;0;2;2.0;2;2012
4000;16;flamengo;nautico;;;flamengo;2;0;1.0;2;2012
4011;17;palmeiras;flamengo;;;palmeiras;1;0;1.0;1;2012
4026;18;flamengo;vasco;;;flamengo;1;0;1.0;1;2012
4031;19;botafogo-rj;flamengo;;;-;0;0;3.0;0;2012
4045;20;flamengo;sport;;;-;1;1;3.0;2;2012
4050;21;internacional;flamengo;;;internacional;4;1;1.0;5;2012
4057;22;flamengo;ponte preta;;;ponte preta;0;1;2.0;1;2012
4067;23;coritiba;flamengo;;;coritiba;3;0;1.0;3;2012
4084;24;santos;flamengo;;;santos;2;0;1.0;2;2012
4094;25;flamengo;gremio;;;-;1;1;3.0;2;2012
4103;26;atletico-go;flamengo;;;flamengo;1;2;2.0;3;2012
3986;14;flamengo;atletico-mg;;;flamengo;2;1;1.0;3;2012
4112;27;flamengo;fluminense;;;fluminense;0;1;2.0;1;2012
4117;28;flamengo;bahia;;;-;0;0;3.0;0;2012
4133;29;corinthians;flamengo;;;corinthians;3;2;1.0;5;2012
4137;30;flamengo;cruzeiro;;;-;1;1;3.0;2;2012
4152;31;portuguesa;flamengo;;;-;0;0;3.0;0;2012
4161;32;flamengo;sao paulo;;;flamengo;1;0;1.0;1;2012
4176;33;atletico-mg;flamengo;;;-;1;1;3.0;2;2012
4179;34;flamengo;figueirense;;;flamengo;1;0;1.0;1;2012
4194;35;nautico;flamengo;;;flamengo;0;1;2.0;1;2012
